ReadTerm,MedCode,ReadCode,read_code,OPCS49_Code,OPCS_descr
Injection of anaesthetic agent NEC,84372,7L11700,7L117,X30.6,Injection of anaesthetic agent NEC
Injection of bleb following glaucoma surgery,89934,7259100,72591,C65.2,Injection of bleb
Injection of destructive substance into cerebrospinal fluid,66767,7046000,70460,A54.1,Injection of destructive substance into cerebrospinal fluid
Injection of destructive substance into peripheral nerve,4191,7051300,70513,A60.5,Injection of destructive substance into peripheral nerve
Injection of destructive substance into pituitary gland NEC,100348,7101200,71012,B02.3,Injection of destructive substance into pituitary gland NEC
Injection of destructive substance into spinal nerve root,34778,7048200,70482,A57.4,Injection of destructive substance into spinal nerve root
Injection of diagnostic substance into skin,93796,7G2B500,7G2B5,S53.6,Injection of diagnostic substance into skin
Injection of gamma globulin,10190,7L11100,7L111,X30.2,Injection of gamma globulin
Injection of ganglion cyst,108384,7H3B200,7H3B2,T61.3,Injection of ganglion
Injection of hormone for local action NEC,5262,7L19200,7L192,X38.3,Injection of hormone for local action NEC
Injection of hormone NEC,88647,7L19G00,7L19G,X38.3,Injection of hormone for local action NEC
Injection of immune serum NEC,39848,7L11200,7L112,X30.3,Injection of immune serum NEC
Injection of inert substance into organ NOC,93682,7M0S100,7M0S1,Y39.3,Injection of inert substance into organ NOC
Injection of inert substance into skin,10298,7G2B300,7G2B3,S53.4,Injection of inert substance into skin
Injection of inert substance into subcutaneous tissue NEC,8849,7G28300,7G283,S50.4,Injection of inert substance into subcutaneous tissue NEC
Injection of local anaesthetic NEC,5187,7M34100,7M341,Y82.2,Injection of local anaesthetic NEC
Injection of other destructive substance into organ NOC,88714,7M0X000,7M0X0,Y09.2,Injection of other destructive substance into organ NOC
Injection of other substance into organ NOC,29143,7M0S.00,7M0S.,Y39,Injection of other substance into organ NOC
Injection of other substance into organ NOC NOS,62044,7M0Sz00,7M0Sz,Y39.9,Unspecified injection of other substance into organ NOC
Injection of other substance into organ NOC OS,90500,7M0Sy00,7M0Sy,Y39.8,Other specified injection of other substance into organ NOC
Injection of platelet-rich plasma,105239,7L11800,7L118,X34.2,Transfusion of plasma NEC
Injection of prophylactic substance,16483,7L11.11,7L11.,X30,Injection of therapeutic substance
Injection of radiocontrast material,40297,7L12.00,7L12.,X31,Injection of radiocontrast material
Injection of radiocontrast material NOS,70786,7L12z00,7L12z,X31.9,Unspecified injection of radiocontrast material
Injection of radiocontrast substance into pilonidal sinus,71740,773B800,773B8,H60.4,Injection of radiocontrast substance into pilonidal sinus
Injection of rhesus immune globulin,17691,7L11000,7L110,X30.1,Injection of Rh immune globulin
Injection of Sandoglobulin,17715,7L11300,7L113,X30.2,Injection of gamma globulin
Injection of scar to reduce cicatrix,17026,7L19600,7L196,X38.9,Unspecified subcutaneous injection
Injection of sclerosing substance into haemorrhoid,647,7735200,77352,H52.3,Injection of sclerosing substance into haemorrhoid
Injection of sclerosing substance into lesion of organ NOC,70838,7M09000,7M090,Y12.1,Injection of sclerosing substance into lesion of organ NOC
Injection of sclerosing substance into organ NOC NOS,94453,7M09z00,7M09z,Y09.1,Injection of sclerosing substance into organ NOC
Injection of sclerosing substance into subcutaneous tissue,16608,7G29000,7G290,S51.1,Injection of sclerosing substance into subcutaneous tissue
Injection of sclerosing substance into varicose vein of leg,913,7A68000,7A680,L86.1,Injection of sclerosing substance into varicose vein of leg NEC
Injection of sclerosing substance NEC,71010,7L11600,7L116,X30.5,Injection of sclerosing substance NEC
Injection of steroid for local action NEC,6138,7L19100,7L191,X38.2,Injection of steroid for local action NEC
Injection of steroid into posterior segment of eye,85950,727C100,727C1,C89.2,Injection of steroid into posterior segment of eye
Injection of steroid into subcutaneous tissue,10405,7G2A100,7G2A1,X38.2,Injection of steroid for local action NEC
Injection of steroid into wrist joint,19366,7K6ZF00,7K6ZF,W90.3,Injection of therapeutic substance into joint
Injection of steroid NEC,83488,7L19F00,7L19F,X38.2,Injection of steroid for local action NEC
Injection of Teflon into vocal cord,30336,7437200,74372,E38.1,Injection into larynx
Injection of therapeutic inclusion substance into organ NOC,44654,7M0R.00,7M0R.,Y38,Injection of therapeutic substance into organ NOC
Injection of therapeutic substance,7867,7L11.00,7L11.,X30,Injection of therapeutic substance
Injection of therapeutic substance around peripheral nerve,4612,705C400,705C4,A73.5,Injection of therapeutic substance around peripheral nerve
Injection of therapeutic substance around spinal nerve root,84376,7048700,70487,A57.7,Injection of therapeutic substance around spinal nerve root
Injection of therapeutic substance around sympathetic nerve,93270,7063100,70631,A81.2,Injection of therapeutic substance around sympathetic nerve
Injection of therapeutic substance around the eye,73030,7274800,72748,C86.7,Injection of therapeutic substance around the eye
Injection of therapeutic substance into bladder wall,88891,7B2CB00,7B2CB,M49.5,Injection of therapeutic substance into bladder wall
Injection of therapeutic substance into cerebrospinal fluid,43072,7046100,70461,A54.2,Injection of therapeutic substance into cerebrospinal fluid
Injection of therapeutic substance into joint,209,7K6Z200,7K6Z2,W90.3,Injection of therapeutic substance into joint
Injection of therapeutic substance into penis,94232,7C25500,7C255,N32.4,Injection of therapeutic substance into penis
Injection of therapeutic substance into salivary gland,92050,7543700,75437,F48.5,Injection of therapeutic substance into salivary gland
Injection of therapeutic substance into skin,5846,7G2B100,7G2B1,S53.2,Injection of therapeutic substance into skin
Injection of therapeutic substance into tendon NEC,71386,7H49700,7H497,T74.4,Injection of therapeutic substance into tendon NEC
Injection of therapeutic substance NOS,37624,7L11z00,7L11z,X30.9,Unspecified injection of therapeutic substance
Injection of thrombin NEC,49425,7L11500,7L115,X30.4,Injection of thrombin NEC
Injection of triamcinolone,81444,7L19E00,7L19E,X38.1,Injection of triamcinolone for local action
Injection of triamcinolone for local action,16989,7L19000,7L190,X38.1,Injection of triamcinolone for local action
Injection of triamcinolone into keloid scar,16970,7L19A00,7L19A,X38.1,Injection of triamcinolone for local action
Injection of vitreous substitute into vitreous body,38427,7270200,72702,C79.3,Injection of vitreous substitute into vitreous body NEC
Injection of vitreous substitute into vitreous body NEC,90266,7270C00,7270C,C79.3,Injection of vitreous substitute into vitreous body NEC
Injection sclerotherapy of epididymal cyst,67313,7C10B00,7C10B,N15.8,Other specified operations on epididymis
Injection sclerotherapy of ganglion,38684,7H37C00,7H37C,T61.3,Injection of ganglion
Injection sclerotherapy of hydrocele,58970,7C08100,7C081,N11.6,Injection sclerotherapy to hydrocele sac
Inlay cortical autograft of bone,56687,7K1R000,7K1R0,W31.1,Inlay autograft to cortex of bone
Insertion intercostal drain,42050,7H09312,7H093,T12.4,Insertion of tube drain into pleural cavity
Insertion multiple tendons into bone,98939,7H40200,7H402,T64.3,Multiple insertion of tendons into bone
Insertion of abortifacient pessary NEC,55278,7E0B500,7E0B5,Q14.6,Insertion of abortifacient pessary NEC
Insertion of adjustable suture into muscle of eye,45943,7234200,72342,C35.3,Insertion of adjustable suture into muscle of eye
Insertion of ambulatory peritoneal dialysis catheter,8037,7L1B000,7L1B0,X41.1,Insertion of ambulatory peritoneal dialysis catheter
Insertion of anal seton,107441,7738B00,7738B,H55.8,Other specified other operations on perianal region
Insertion of Angelchick prosthesis,8259,760L500,760L5,G24.6,Insertion of Angelchick prosthesis
Insertion of antisyphon device into cerebroventricular shunt,67662,7011200,70112,A13.3,Insertion of antisyphon device into cerebroventricular shunt
Insertion of arteriovenous prosthesis,63063,7A60000,7A600,L74.1,Insertion of arteriovenous prosthesis
Insertion of Atkinson tube in oesophagus,30992,760A.11,760A.,G11,Open placement of prosthesis in oesophagus
Insertion of biodegradable stent into organ NOC,114605,7M0Y500,7M0Y5,Y14.6,Insertion of biodegradable stent into organ NOC
Insertion of Brighton epistaxis balloon,51571,7405300,74053,E06.8,Other specified packing of cavity of nose
Insertion of bulbar urethral prosthesis,23915,7B42100,7B421,M75.2,Insertion of prosthesis for compression of bulb of male urethra
Insertion of carmustine wafers in cerebral neoplasm,107419,7008500,70085,A10.6,Insertion of carmustine wafers in neoplasm of tissue of brain
Insertion of Castroviejo orbital implant,47673,7202111,72021,C03.2,Insertion of prosthetic replacement for eyeball
Insertion of Celestin tube into oesophagus via stomach,61075,760A011,760A0,G11.1,Insertion of tubal prosthesis into oesophagus through stomach
Insertion of central venous catheter NEC,6506,7A6C100,7A6C1,L91.2,Insertion of central venous catheter NEC
Insertion of Cordis ventriculoperitoneal shunt,40763,7010311,70103,A12.4,Creation of ventriculoperitoneal shunt
Insertion of coronary artery stent,8942,7929400,79294,K75.3,Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery
Insertion of dental prosthesis,70330,751C.00,751C.,F63,Insertion of dental prosthesis
Insertion of dental prosthesis NOS,86817,751Cz00,751Cz,F63.9,Unspecified insertion of dental prosthesis
Insertion of Denver peritoneovenous shunt,50899,7H2B111,7H2B1,L81.1,Creation of peritovenous shunt
Insertion of diagnostic device into subcutaneous tissue,109415,7G2HD00,7G2HD,S62.7,Insertion of diagnostic device into subcutaneous tissue
Insertion of diagnostic substance into skin,110674,7G2B400,7G2B4,S53.5,Insertion of diagnostic substance into skin
Insertion of diagnostic substance into subcutaneous tissue,95014,7G2H900,7G2H9,S62.6,Insertion of diagnostic substance into subcutaneous tissue
Insertion of drainage system into bone,57359,7K1C400,7K1C4,W18.5,Insertion of drainage system into bone
Insertion of drug-eluting coronary artery stent,42304,7929500,79295,K75.1,Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery
Insertion of encircling suture around perianal sphincter,44595,7727000,77270,H42.1,Insertion of encircling suture around perianal sphincter
Insertion of etonogestrel radiopaque contraceptive implant,103642,7G2AJ00,7G2AJ,S52.5,Insertion of hormone into subcutaneous tissue
Insertion of everting sutures to lower eyelid,37670,721A600,721A6,C20.9,Unspecified protective suture of eyelid
Insertion of expanding covered metal stent into organ NOC,87874,7M0Y000,7M0Y0,Y14.1,Insertion of expanding covered metal stent into organ NOC
Insertion of expanding metal stent into organ NOC,101432,7M0Y100,7M0Y1,Y14.2,Insertion of expanding metal stent into organ NOC
Insertion of feeding tube via artificial oesophageal opening,50800,7607211,76072,G08.3,Tube oesophagostomy
Insertion of filter into vena cava,25958,7A63000,7A630,L79.1,Insertion of filter into vena cava
Insertion of fixed orthodontic appliance,37656,7516000,75160,F14.1,Insertion of fixed orthodontic appliance
Insertion of fixtures for auricular prosthesis Stage 1,108732,7308000,73080,D05.1,First stage insertion of fixtures for auricular prosthesis
Insertion of fixtures for auricular prosthesis Stage 2,108733,7308100,73081,D05.2,Second stage insertion of fixtures for auricular prosthesis
Insertion of gastric balloon,102551,761H500,761H5,G48.5,Insertion of gastric balloon
Insertion of gastric balloon,102551,761H500,761H0,G48.1,Insertion of gastric bubble
Insertion of gastric balloon,99860,761H011,761H5,G48.5,Insertion of gastric balloon
Insertion of gastric balloon,99860,761H011,761H0,G48.1,Insertion of gastric bubble
Insertion of gastric bubble,21490,761H000,761H0,G48.1,Insertion of gastric bubble
Insertion of Gentamicin beads into bone,19022,7K1V500,7K1V5,W35.1,Introduction of therapeutic substance into bone
Insertion of gold weight to upper eyelid,31879,721B600,721B6,C23.1,Insertion of weight into upper eyelid
Insertion of gonadorelin analogue implant,54155,7G2AC00,7G2AC,S52.1,Insertion of steroid into subcutaneous tissue
Insertion of grommet,12379,7313500,73135,D15.1,Myringotomy with insertion of ventilation tube through tympanic membrane
Insertion of Hakim ventriculoperitoneal shunt,57056,7010312,70103,A12.4,Creation of ventriculoperitoneal shunt
Insertion of Halber valve for spina bifida,98265,7010111,70101,A12.2,Creation of ventriculovascular shunt
Insertion of hard interocclusal appliance,111565,7516B00,7516B,F14.3,Insertion of orthodontic appliance NEC
Insertion of Hodge pessary into vagina,5351,7D1B000,7D1B0,P26.1,Insertion of Hodge pessary into vagina
Insertion of hormone implant,17183,7G2A600,7G2A6,S52.5,Insertion of hormone into subcutaneous tissue
Insertion of hormone into subcutaneous tissue,70535,7G2AD00,7G2AD,S52.5,Insertion of hormone into subcutaneous tissue
Insertion of Implanon,96953,7G2AG00,7G2AG,S52.5,Insertion of hormone into subcutaneous tissue
Insertion of implantable venous access port,100955,7A6EA00,7A6EA,L94.3,Percutaneous transluminal insertion of subcutaneous port
Insertion of inert substance into skin,65362,7G2B200,7G2B2,S53.3,Insertion of inert substance into skin
Insertion of inert substance into subcutaneous tissue NEC,55783,7G28200,7G282,S50.3,Insertion of inert substance into subcutaneous tissue NEC
Insertion of internal distraction device into skull,109765,7J61.00,7J61.,V18.2,Insertion of internal distractor into skull
Insertion of intramedullary fixation and cementing of bone,89020,7K1PE00,7K1PE,W28.4,Insertion of intramedullary fixation and cementing of bone
Insertion of iris hooks,89573,7258900,72589,C64.7,Insertion of iris hooks
Insertion of Jones dacryocystorhinostomy tube,46562,7221211,72212,C25.3,Dacryocystorhinostomy and insertion of tube HFQ
Insertion of Kaufman prosthesis for male incontinence,58675,7B42111,7B421,M75.2,Insertion of prosthesis for compression of bulb of male urethra
Insertion of Le Veen peritoneovenous shunt,26308,7H2B112,7H2B1,L81.1,Creation of peritovenous shunt
Insertion of lens capsule tension ring,89575,7268600,72686,C77.6,Insertion of capsule tension ring
Insertion of Lester dacryocystorhinostomy tube,34690,7221212,72212,C25.3,Dacryocystorhinostomy and insertion of tube HFQ
Insertion of long line,105641,7A6CA11,7A6CA,L99.7,Percutaneous transluminal peripheral insertion of central catheter
Insertion of lumbar interspinous process spacer,91119,7J36.00,7J36.,V28,Insertion of lumbar interspinous process spacer
Insertion of lumbar interspinous process spacer NOS,89574,7J36z00,7J36z,V28.9,Unspecified insertion of lumbar interspinous process spacer
Insertion of male retropubic continence device NEC,109303,7B3F000,7B3F0,M60.1,Insertion of male retropubic continence device NEC
