Condition,ReadCode,MedCodeId,ReadTerm
Immunodeficiencies,C390511,500241011,Bruton's agammaglobulinaemia
Immunodeficiencies,C390512,589121000006113,X-linked agammaglobulinaemia
Immunodeficiencies,C390600,1216993016,Immunodeficiency with IgM hypergammaglobulinaemia
Immunodeficiencies,C390700,574941000006114,Common variable immunodeficiency
Immunodeficiencies,C390800,96071000006117,Transient infant hypogammaglobulinaemia
Immunodeficiencies,C390900,293678012,Agammaglobulinaemia NEC
Immunodeficiencies,C390A00,293679016,Dysimmunoglobulinaemia NEC
Immunodeficiencies,C390A11,633031000006112,Dysgammaglobulinaemia NEC
Immunodeficiencies,C390B00,487321000006110,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia
Immunodeficiencies,C390y00,293683016,Other specified deficiency of humoral immunity
Immunodeficiencies,C390z00,293684010,Deficiency of humoral immunity NOS
Immunodeficiencies,C391.00,1786202010,Deficiencies of cell-mediated immunity
Immunodeficiencies,C391000,398905014,Predominantly T-cell immuno-deficiency NOS
Immunodeficiencies,C391011,1777625018,T-lymphocyte deficiency
Immunodeficiencies,C391012,540601000006112,Cellular immunity syndrome
Immunodeficiencies,C391100,616061000006115,DiGeorge syndrome
Immunodeficiencies,C391200,53821000006111,Wiskott-Aldrich syndrome
Immunodeficiencies,C391211,100341000006117,Thrombocytopenic eczema with immunodeficiency
Immunodeficiencies,C392.00,574381000006116,Combined immunity deficiency
Immunodeficiencies,C392100,484842011,Severe combined immunodeficiency
Immunodeficiencies,C392111,111721000006119,Swiss type agammaglobulinaemia
Immunodeficiencies,C392200,293703013,Thymic aplasia or dysplasia with immunodeficiency
Immunodeficiencies,C392300,293704019,Severe combined immunodefiency with reticular dysgenesis
Immunodeficiencies,C392400,146011000006112,Severe combined immunodeficiency with low T- and B-cell numbers
Immunodeficiencies,C392500,146001000006114,Severe combined immunodeficiency with low or normal B-cell numbers
Immunodeficiencies,C392600,74969018,Adenosine deaminase deficiency
Immunodeficiencies,C392700,198990011,Purine nucleoside phosphorylase deficiency
Immunodeficiencies,C392800,293709012,Major histocompatibility complex class I deficiency
Immunodeficiencies,C392900,293710019,Major histocompatibility complex class II deficiency
Immunodeficiencies,C392z00,293711015,Combined immunity deficiency NOS
Immunodeficiencies,C393.00,293714011,Immunodeficiency disorder
Immunodeficiencies,C395.00,482838012,Immunodeficiency with short-limbed stature
Immunodeficiencies,C396.00,784721000006114,Immunodeficiency following hereditary defective response to Epstein-Barr virus
Immunodeficiencies,C397.00,495839010,Hyperimmunoglobulin E syndrome
Immunodeficiencies,C398.00,481559011,Common variable immunodeficiency
Immunodeficiencies,C398000,574181000006118,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and functions
Immunodeficiencies,C398200,574931000006116,Common variable immunodeficiency with autoantibodies to B- or T-cells
Immunodeficiencies,C39X.00,784731000006112,"Immunodeficiency associated+major defect, unspecified"
Immunodeficiencies,C39y000,293727010,Lymphocyte function antigen-1 defect
Immunodeficiencies,Cyu0000,411031000006119,[X]Other immunodeficiencies+predominantly antibody defects
Immunodeficiencies,Cyu0100,293737017,[X]Other combined immunodeficiency disorders
Immunodeficiencies,Cyu0400,293740017,[X]Other common variable immunodeficiencies
Immunodeficiencies,Cyu0500,293741018,[X]Other specified immunodeficiency disorders
Infection of bones and joints,A022400,12270011,Salmonella osteomyelitis
Infection of bones and joints,A15..00,1494889019,Tuberculosis of bones and joints
Infection of bones and joints,A985.00,494009014,Gonococcal joint infection
Infection of bones and joints,A985z00,395404019,Gonococcal joint infection NOS
Infection of bones and joints,AB65600,422230018,Osseous cryptococcosis
Infection of bones and joints,AC23000,287771012,Echinococcus granulosus infection of bone
Infection of bones and joints,AE03.00,287964012,Late effects of tuberculosis of bones and joints
Infection of bones and joints,AyuJ200,287965013,[X]Sequelae of tuberculosis of bones and joints
Infection of bones and joints,F4G0400,109408010,Orbital osteomyelitis
Infection of bones and joints,J064.12,220981000000110,Osteomyelitis of jaw
Infection of bones and joints,J064400,54093010,Acute osteomyelitis of jaw
Infection of bones and joints,J064500,64096017,Chronic osteomyelitis of jaw
Infection of bones and joints,N010.00,495040011,Pyogenic arthritis
Infection of bones and joints,N010000,309441011,Pyogenic arthritis of unspecified site
Infection of bones and joints,N010100,1228677017,Pyogenic arthritis of the shoulder region
Infection of bones and joints,N010200,400157014,Pyogenic arthritis of the upper arm
Infection of bones and joints,N010211,359268016,Elbow pyogenic arthritis
Infection of bones and joints,N010300,1229825015,Pyogenic arthritis of the forearm
Infection of bones and joints,N010311,359267014,Wrist pyogenic arthritis
Infection of bones and joints,N010400,1232174014,Pyogenic arthritis of the hand
Infection of bones and joints,N010500,400159012,Pyogenic arthritis of the pelvic region and thigh
Infection of bones and joints,N010511,1229173011,Hip pyogenic arthritis
Infection of bones and joints,N010600,400160019,Pyogenic arthritis of the lower leg
Infection of bones and joints,N010611,359266017,Knee pyogenic arthritis
Infection of bones and joints,N010700,400161015,Pyogenic arthritis of the ankle and foot
Infection of bones and joints,N010711,483811000006116,Pyogenic arthritis of ankle
Infection of bones and joints,N010x00,58293010,Pyogenic arthritis of multiple sites
Infection of bones and joints,N010y00,309463019,Pyogenic arthritis of other specified sites
Infection of bones and joints,N010z00,309464013,Pyogenic arthritis NOS
Infection of bones and joints,N11y000,311112016,Brucella spondylitis
Infection of bones and joints,N11y100,311113014,Enterobacterial spondylitis
Infection of bones and joints,N12zG00,311190013,Infection of intervertebral disc - pyogenic
Infection of bones and joints,N25..00,161571000006113,SAPHO syndrome
Infection of bones and joints,N30..00,40691000006117,Infection of bone
Infection of bones and joints,N300.00,2471514017,Acute osteomyelitis
Infection of bones and joints,N300.12,455901000006117,Acute bone infection
Infection of bones and joints,N300000,311775017,Acute osteomyelitis of unspecified site
Infection of bones and joints,N300100,458761000006113,Acute osteomyelitis of shoulder region
Infection of bones and joints,N300200,1494966011,Acute osteomyelitis of the upper arm
Infection of bones and joints,N300300,458721000006119,Acute osteomyelitis of forearm
Infection of bones and joints,N300400,1495531012,Acute osteomyelitis of the hand
Infection of bones and joints,N300500,400320011,Acute osteomyelitis of the pelvic region and thigh
Infection of bones and joints,N300511,823741000006111,Acute osteomyelitis of hip
Infection of bones and joints,N300512,237641000006118,Acute osteomyelitis of pelvic region
Infection of bones and joints,N300513,1494968012,Thigh acute osteomyelitis
Infection of bones and joints,N300600,311785016,Acute osteomyelitis of the lower leg
Infection of bones and joints,N300700,400321010,Acute osteomyelitis of the ankle and foot
Infection of bones and joints,N300711,359768015,Ankle - acute osteomyelitis
Infection of bones and joints,N300712,359767013,Foot - acute osteomyelitis
Infection of bones and joints,N300800,311790018,Acute osteomyelitis of other specified site
Infection of bones and joints,N300900,99455019,Acute osteomyelitis of multiple sites
Infection of bones and joints,N300A00,311792014,Acute osteomyelitis-cervical spine
Infection of bones and joints,N300B00,311793016,Acute osteomyelitis-thoracic spine
Infection of bones and joints,N300C00,311794010,Acute osteomyelitis-lumbar spine
Infection of bones and joints,N300D00,311795011,Acute osteomyelitis-sacrum
Infection of bones and joints,N300E00,311796012,Acute osteomyelitis-coccyx
Infection of bones and joints,N300F00,311797015,Acute osteomyelitis-clavicle
Infection of bones and joints,N300H00,311799017,Acute osteomyelitis-humerus
Infection of bones and joints,N300J00,311800018,Acute osteomyelitis-radius
Infection of bones and joints,N300K00,311801019,Acute osteomyelitis-ulna
Infection of bones and joints,N300L00,311802014,Acute osteomyelitis-carpal bone
Infection of bones and joints,N300M00,311803016,Acute osteomyelitis-metacarpal
Infection of bones and joints,N300N00,311804010,Acute osteomyelitis-phalanx of finger/thumb
Infection of bones and joints,N300P00,1234478019,Acute osteomyelitis-pelvis
Infection of bones and joints,N300Q00,311805011,Acute osteomyelitis-femur
Infection of bones and joints,N300R00,311806012,Acute osteomyelitis-patella
Infection of bones and joints,N300S00,311807015,Acute osteomyelitis-tibia
Infection of bones and joints,N300T00,311808013,Acute osteomyelitis-fibula
Infection of bones and joints,N300U00,311809017,Acute osteomyelitis-calcaneum
Infection of bones and joints,N300V00,311810010,Acute osteomyelitis-talus
Infection of bones and joints,N300W00,311811014,Acute osteomyelitis of foot
Infection of bones and joints,N300X00,311812019,Acute osteomyelitis-metatarsal
Infection of bones and joints,N300Y00,311813012,Acute osteomyelitis-phalanx of toe
Infection of bones and joints,N300z00,311816016,Acute osteomyelitis NOS
Infection of bones and joints,N300Z00,311815017,Acute haematogenous osteomyelitis
Infection of bones and joints,N301.00,68341014,Chronic osteomyelitis
Infection of bones and joints,N301.12,798701000006111,Garre's sclerosing osteomyelitis
Infection of bones and joints,N301000,311823015,Chronic osteomyelitis of unspecified site
Infection of bones and joints,N301100,311824014,Chronic osteomyelitis of the shoulder region
Infection of bones and joints,N301200,311825010,Chronic osteomyelitis of the upper arm
Infection of bones and joints,N301300,311826011,Chronic osteomyelitis of the forearm
Infection of bones and joints,N301400,1495654011,Chronic osteomyelitis of the hand
Infection of bones and joints,N301500,400322015,Chronic osteomyelitis of the pelvic region and thigh
Infection of bones and joints,N301511,359775019,Pelvis - chronic osteomyelitis
Infection of bones and joints,N301512,359774015,Thigh - chronic osteomyelitis
Infection of bones and joints,N301600,311832018,Chronic osteomyelitis of the lower leg
Infection of bones and joints,N301700,400323013,Chronic osteomyelitis of the ankle and foot
Infection of bones and joints,N301711,359773014,Ankle - chronic osteomyelitis
Infection of bones and joints,N301712,359772016,Foot - chronic osteomyelitis
Infection of bones and joints,N301800,311837012,Chronic osteomyelitis of other specified site
Infection of bones and joints,N301900,110702011,Chronic osteomyelitis of multiple sites
Infection of bones and joints,N301A00,311839010,Chronic osteomyelitis-cervical spine
Infection of bones and joints,N301B00,311840012,Chronic osteomyelitis-thoracic spine
Infection of bones and joints,N301C00,311841011,Chronic osteomyelitis-lumbar spine
Infection of bones and joints,N301D00,311842016,Chronic osteomyelitis-sacrum
Infection of bones and joints,N301E00,311843014,Chronic osteomyelitis-coccyx
Infection of bones and joints,N301L00,359776018,Chronic multifocal osteomyelitis
Infection of bones and joints,N301M00,359778017,Chronic osteomyelitis with draining sinus
Infection of bones and joints,N301z00,311851012,Chronic osteomyelitis NOS
Infection of bones and joints,N302.00,400324019,Osteomyelitis
Infection of bones and joints,N302.11,360276014,Bone infection
Infection of bones and joints,N302000,311855015,Unspecified osteomyelitis of unspecified site
Infection of bones and joints,N302100,311856019,Unspecified osteomyelitis of the shoulder region
Infection of bones and joints,N302200,311857011,Unspecified osteomyelitis of the upper arm
Infection of bones and joints,N302300,311858018,Unspecified osteomyelitis of the forearm
Infection of bones and joints,N302400,311859014,Unspecified osteomyelitis of the hand
Infection of bones and joints,N302500,311860016,Unspecified osteomyelitis of the pelvic region and thigh
Infection of bones and joints,N302600,311861017,Unspecified osteomyelitis of the lower leg
Infection of bones and joints,N302700,311862012,Osteomyelitis of ankle AND/OR foot
Infection of bones and joints,N302800,311863019,Unspecified osteomyelitis of other specified site
Infection of bones and joints,N302900,311864013,Unspecified osteomyelitis of multiple sites
Infection of bones and joints,N302a00,311889019,Osteomyelitis of vertebra
Infection of bones and joints,N302z00,311893013,Unspecified osteomyelitis NOS
Infection of bones and joints,N303.00,311894019,Periostitis without osteomyelitis
Infection of bones and joints,N303000,235391000006113,"Periostitis without osteomyelitis, of unspecified site"
Infection of bones and joints,N303100,235371000006112,"Periostitis without osteomyelitis, of the shoulder region"
Infection of bones and joints,N303200,235381000006110,"Periostitis without osteomyelitis, of the upper arm"
Infection of bones and joints,N303300,311898016,"Periostitis without osteomyelitis, of the forearm"
Infection of bones and joints,N303400,311899012,"Periostitis without osteomyelitis, of the hand"
Infection of bones and joints,N303500,235321000006111,"Periostitis without osteomyelitis, of the pelvic region and thigh"
Infection of bones and joints,N303600,235361000006117,Periostitis of lower leg
Infection of bones and joints,N303700,235331000006114,"Periostitis without osteomyelitis, of the ankle and foot"
Infection of bones and joints,N303800,235311000006115,"Periostitis without osteomyelitis, of other specified site"
Infection of bones and joints,N303900,235301000006118,"Periostitis without osteomyelitis, of multiple sites"
Infection of bones and joints,N303z00,311910011,Periostitis without osteomyelitis NOS
Infection of bones and joints,N304.00,1228335014,Tuberculosis of spine (Pott's)
Infection of bones and joints,N304.11,82541000006118,Tuberculosis of vertebral column
Infection of bones and joints,N308.00,123091000006110,Subacute osteomyelitis
Infection of bones and joints,N308100,123151000006117,Subacute osteomyelitis-thoracic spine
Infection of bones and joints,N308300,123141000006119,Subacute osteomyelitis-sacrum
Infection of bones and joints,N309.00,111860018,Subacute osteomyelitis
Infection of bones and joints,N30z.00,520081000006110,Bone infection
Infection of bones and joints,N30z000,311964014,"Bone infection NOS, of unspecified site"
Infection of bones and joints,N30z100,311965010,"Bone infection NOS, of the shoulder region"
Infection of bones and joints,N30z200,311966011,"Bone infection NOS, of the upper arm"
Infection of bones and joints,N30z300,311967019,"Bone infection NOS, of the forearm"
Infection of bones and joints,N30z400,311968012,"Bone infection NOS, of the hand"
Infection of bones and joints,N30z500,311969016,"Bone infection NOS, of the pelvic/thigh"
Infection of bones and joints,N30z600,311970015,"Bone infection NOS, of the lower leg"
Infection of bones and joints,N30z700,311971016,"Bone infection NOS, of ankle and foot"
Infection of bones and joints,N30z800,400325018,"Bone infection NOS, of other specified site"
Infection of bones and joints,N30z900,311975013,"Bone infection NOS, of multiple sites"
Infection of bones and joints,N30zz00,311963015,Bone infection NOS
Infection of bones and joints,NyuC000,312695018,[X]Other acute osteomyelitis
Infection of bones and joints,NyuC100,312697014,[X]Other chronic haematogenous osteomyelitis
Infection of bones and joints,NyuC200,312698016,[X]Other chronic osteomyelitis
Infection of bones and joints,NyuC300,312699012,[X]Other osteomyelitis
Infection of bones and joints,SP06500,324943012,Infection of bone graft
Infection of bones and joints,SP06600,324944018,Infection of bone allograft
Intervertebral disc disorders,7J20.00,276261011,Primary excision of cervical intervertebral disc
